hashtags/0,hashtags/1,hashtags/2,hashtags/3,hashtags/4,hashtags/5,hashtags/6,hashtags/7,hashtags/8,hashtags/9,hashtags/10,hashtags/11,hashtags/12,hashtags/13,hashtags/14,hashtags/15,hashtags/16,hashtags/17,hashtags/18,hashtags/19,hashtags/20,hashtags/21,hashtags/22,hashtags/23,hashtags/24,hashtags/25,hashtags/26,hashtags/27,hashtags/28,hashtags/29,ownerUsername,shortCode,videoDuration,ownerFullName,url,videoUrl,displayUrl,id,type,caption
mentalhealth,mentalhealthawareness,depressionhelp,depressionawareness,mentalhealthmatters,mentalhealthsupport,mentalhealthrecovery,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,drjulie,CbDZofBNaOG,59.566,Dr Julie Smith | Psychologist,https://www.instagram.com/p/CbDZofBNaOG/,https://scontent-cgk1-1.cdninstagram.com/v/t50.2886-16/10000000_651262002837181_6541889771309878068_n.mp4?efg=eyJ2ZW5jb2RlX3RhZyI6InZ0c192b2RfdXJsZ2VuLjcyMC5jbGlwcy5iYXNlbGluZSIsInFlX2dyb3VwcyI6IltcImlnX3dlYl9kZWxpdmVyeV92dHNfb3RmXCJdIn0&_nc_ht=scontent-cgk1-1.cdninstagram.com&_nc_cat=101&_nc_ohc=2pJ7A6AY_PwAX8UvNLS&edm=AABBvjUBAAAA&vs=387466239886841_3470815702&_nc_vs=HBksFQAYJEdJQ1dtQUM5dGxYQVVWQUNBRFRMcnlvV2RzbGFicV9FQUFBRhUAAsgBABUAGCRHTGZRY0JBV19wTzdnZmdBQU1NLWVHRlNfeTV3YnFfRUFBQUYVAgLIAQAoABgAGwAVAAAm0PiBi4md3D8VAigCQzMsF0BNyHKwIMScGBJkYXNoX2Jhc2VsaW5lXzFfdjERAHX%2BBwA%3D&_nc_rid=092aa27a57&ccb=7-5&oh=00_AfAdYjnPhYE4949wbg43_PCQHs3qTe49JJ6vqi3L9J54Kw&oe=643331CE&_nc_sid=83d603,https://scontent-cgk1-1.cdninstagram.com/v/t51.2885-15/275828190_350755056799517_9014148749400000295_n.jpg?stp=dst-jpg_e15&_nc_ht=scontent-cgk1-1.cdninstagram.com&_nc_cat=105&_nc_ohc=L8q6UVC3j9MAX-jsCp4&edm=AABBvjUBAAAA&ccb=7-5&oh=00_AfAzB28WT5hIzQhiJFWrv5SR2oAgBMWMGyMD1IjMdyxbiA&oe=64335F22&_nc_sid=83d603,2.79E+18,Video,"I hope this helps someone today. Do you stop doing pleasurable things when you are low in mood? What are those things for you? (More below)

More on this in my No.1 Sunday Times Bestselling book, Why Has Nobody Told Me This Before? (Currently -50% offer for £7.50 inc delivery see link in bio).

It is normal when mood is low to stop feeling the joy that you might otherwise get from activities. As a result, we stop doing them. It starts to feel like too much effort for no real gain. For those in recovery from depression, I often explain that you to need to be doing those things for a while before the joy of doing them starts to return. So, it is worth putting in the effort to do things, for no other reason than you might find them pleasurable. 

 Feel free to share. More videos @drjulie 

For more see my No.1 Sunday Times Bestselling book, Why Has Nobody Told Me This Before? Filled with insights from therapy about how to deal with real life problems, see the link in my bio. If you can’t be bothered to read it and would like me to read it to you, it’s free when you sign up to Audible  

#mentalhealth #mentalhealthawareness #depressionhelp #depressionawareness #mentalhealthmatters #mentalhealthsupport #mentalhealthrecovery 18su"
loneliness,lonely,mentalhealth,socialanxiety,mentalhealthawareness,therapy,mentalhealthawarenessweek,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,drjulie,CdbJ3VRKMAh,37.066,Dr Julie Smith | Psychologist,https://www.instagram.com/p/CdbJ3VRKMAh/,https://instagram.ftpa1-2.fna.fbcdn.net/v/t50.2886-16/10000000_1268103626931088_4131623797920992814_n.mp4?efg=eyJ2ZW5jb2RlX3RhZyI6InZ0c192b2RfdXJsZ2VuLjEwODAuY2xpcHMuaGlnaCIsInFlX2dyb3VwcyI6IltcImlnX3dlYl9kZWxpdmVyeV92dHNfb3RmXCJdIn0&_nc_ht=instagram.ftpa1-2.fna.fbcdn.net&_nc_cat=104&_nc_ohc=BBIVJynill8AX_JFbT1&edm=AABBvjUBAAAA&vs=1030604414228513_662035946&_nc_vs=HBksFQAYJEdJQ1dtQUNRdXpoaVZZRUVBQzZPb1RUMGVWWTVicV9FQUFBRhUAAsgBABUAGCRHUGYzc1JBVlgtZnppS2tBQURRdWljQ3dUVjV2YnFfRUFBQUYVAgLIAQAoABgAGwAVAAAmosmw%2F5C85T8VAigCQzMsF0BCiHKwIMScGBJkYXNoX2hpZ2hfMTA4MHBfdjERAHX%2BBwA%3D&_nc_rid=f955a6476e&ccb=7-5&oh=00_AfANGyCLJDlFDiGG-jDcu-0OrwfUod9AbD_qVxin1wz2Tg&oe=6432F02B&_nc_sid=83d603,https://instagram.ftpa1-2.fna.fbcdn.net/v/t51.2885-15/280542289_965272354141396_5054265102079117957_n.jpg?stp=dst-jpg_e15&_nc_ht=instagram.ftpa1-2.fna.fbcdn.net&_nc_cat=104&_nc_ohc=bk7sN5_uoVQAX-o1pSR&edm=AABBvjUBAAAA&ccb=7-5&oh=00_AfB65sQNUEGPSshA5tuVbgi_zV16ygt3bMsC99ab7Cz-4w&oe=64333F1A&_nc_sid=83d603,2.84E+18,Video,"Who else can relate? Leave a comment or share to support Mental Health Awareness Week 2022. This year it’s about loneliness. 1 in 4 of us will experience loneliness some or all of the time. The pain of loneliness causes us to block it out by putting other things in the way, often without conscious awareness. We start to fill all the quiet moments when loneliness might creep in. We buy more stuff that we don’t need, eat more food that we don’t need, mindlessly scroll online or numb the brain with hours upon hours of tv. More below  

My new book, Why Has Nobody Told Me This Before? covers how to deal with painful emotion. It’s currently half price at £7.50 or if you don’t fancy reading it I can read it for you - download the audiobook for free with audible link in bio.

The key to working out what pains these actions are covering up, we only have to remove them for a short time. The discomfort can arise very quickly when we simply try to still the mind and be present. Sounds easy but for many it can be highly aversive and lead to a swift return to the safety behaviours that make it all go away (for now). I cover in detail how to sit with that discomfort using mindfulness and self-reflection to better understand what is feeding those behaviours. 

Feel free to share ?? @drjulie 

See the link in my bio for my no. 1 Sunday Times Bestseller, Why Has Nobody Told Me This Before? 

#loneliness #lonely #mentalhealth #socialanxiety #mentalhealthawareness #therapy #mentalhealthawarenessweek"
selfbelief,selfconfidence,confidence,selfhelp,selfcare,recovery,psychologist,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,drjulie,Cd000aPFuJh,32.966,Dr Julie Smith | Psychologist,https://www.instagram.com/p/Cd000aPFuJh/,https://instagram.fbnu1-1.fna.fbcdn.net/v/t50.2886-16/10000000_3151923255064551_7000870755151170298_n.mp4?efg=eyJ2ZW5jb2RlX3RhZyI6InZ0c192b2RfdXJsZ2VuLjEwODAuY2xpcHMuaGlnaCIsInFlX2dyb3VwcyI6IltcImlnX3dlYl9kZWxpdmVyeV92dHNfb3RmXCJdIn0&_nc_ht=instagram.fbnu1-1.fna.fbcdn.net&_nc_cat=103&_nc_ohc=WbIRCQWzARAAX_1mVdD&edm=AABBvjUBAAAA&vs=383843913679192_4286747885&_nc_vs=HBksFQAYJEdJQ1dtQURuTi1wUnFESUxBUHJLTkEtY0ZpaGhicV9FQUFBRhUAAsgBABUAGCRHSEc3NVJDdGEwTjRRTllSQUhiLUktLUVGbnBJYnFfRUFBQUYVAgLIAQAoABgAGwAVAAAmoNb0uI6fxz8VAigCQzMsF0BAe6XjU%2FfPGBJkYXNoX2hpZ2hfMTA4MHBfdjERAHX%2BBwA%3D&_nc_rid=06228b48ef&ccb=7-5&oh=00_AfAmUFt1agAZZj9QEfw_EwNROcMUQ5tOz7LfXzcLiLGtsQ&oe=6432D43B&_nc_sid=83d603,https://instagram.fbnu1-1.fna.fbcdn.net/v/t51.2885-15/283295599_551092709700722_2186649948672973102_n.jpg?stp=dst-jpg_e15&_nc_ht=instagram.fbnu1-1.fna.fbcdn.net&_nc_cat=102&_nc_ohc=qdHHfqMEFU8AX8q06Zv&edm=AABBvjUBAAAA&ccb=7-5&oh=00_AfDy5V8LqWwHlBW0cBb6upkxtPw1onG02v-yIDrOnaOrXg&oe=6433075E&_nc_sid=83d603,2.84E+18,Video,"Which beliefs about yourself hold you back the most? Trying to shift those beliefs that were learned early in life is not easy. But if you would like to read more about how to start working on yourself then see the link in my bio for my book, Why Has Nobody Told Me This Before? I receive so many messages from people who have read it and then immediately gone out and bought copies for friends and family. I think that has a lot to do with the reason it is still sat on the No.1 spot on the Sunday Times Bestseller List. If you’d prefer me to read it to you then it’s free when you sign up to Audible. 

#selfbelief #selfconfidence #confidence #selfhelp #selfcare #recovery #psychologist 1640sa"
overthinking,mentalhealthawareness,anxious,calm,stressrelief,mindfulness,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,drjulie,Cc-6Vnvs-lS,46.8,Dr Julie Smith | Psychologist,https://www.instagram.com/p/Cc-6Vnvs-lS/,https://instagram.fuio24-1.fna.fbcdn.net/v/t50.2886-16/10000000_459321869283089_4760156818046791410_n.mp4?efg=eyJ2ZW5jb2RlX3RhZyI6InZ0c192b2RfdXJsZ2VuLjEwODAuY2xpcHMuaGlnaCIsInFlX2dyb3VwcyI6IltcImlnX3dlYl9kZWxpdmVyeV92dHNfb3RmXCJdIn0&_nc_ht=instagram.fuio24-1.fna.fbcdn.net&_nc_cat=105&_nc_ohc=Bly6GY3zgecAX_7JLpY&edm=AABBvjUBAAAA&vs=1648129052220839_4116290244&_nc_vs=HBksFQAYJEdJQ1dtQUFSTDlzMHdLRUJBUEl1MWRabmVROUNicV9FQUFBRhUAAsgBABUAGCRHRzN6cEJDSkUzM3R0MWdKQU1HNm9vTERjVWM4YnFfRUFBQUYVAgLIAQAoABgAGwAVAAAmuKSxqpeExj8VAigCQzMsF0BHZmZmZmZmGBJkYXNoX2hpZ2hfMTA4MHBfdjERAHX%2BBwA%3D&_nc_rid=ab47620e7d&ccb=7-5&oh=00_AfDXVIAOQTgmd7x1dROxva8MsMDxFscRnyKlxX384dWvxg&oe=6432E23A&_nc_sid=83d603,https://instagram.fuio24-1.fna.fbcdn.net/v/t51.2885-15/279500618_334953905406617_802734709932877040_n.jpg?stp=dst-jpg_e15&_nc_ht=instagram.fuio24-1.fna.fbcdn.net&_nc_cat=105&_nc_ohc=f5jpa8sueKgAX_9oeuy&edm=AABBvjUBAAAA&ccb=7-5&oh=00_AfB4bIyVFPTeErGw1xM--B_Yvx7WnaEg7OBhSyww2zQbww&oe=64333C63&_nc_sid=83d603,2.83E+18,Video,"??? Who else finds themselves trying to direct the traffic in their own heads? We hold onto some thoughts, churning them over and over, while we try desperately to block others out. Trying not to think of something is both exhausting and futile, often leading to struggles with intrusive thoughts. The idea in the video is one way that therapists often introduce the idea of being mindful and stepping back to observe your thought patterns rather than getting caught up in the middle of them. For more details and insights from therapy read my book, ‘Why Has Nobody Told Me This Before?’ It has been at no.1 on the Sunday Times Bestseller list for 15 weeks now. If you’d prefer me to read it for you, it’s free when you sign up to Audible. See the link in my bio.

#overthinking #mentalhealthawareness #anxious #calm #stressrelief #mindfulness"
panicattack,panicattacks,anxiety,anxietydisorder,panicdisorder,anxietyattack,anxietyawareness,therapy,panictips,anxietytips,anxietysupport,psychology,psychologist,therapist,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,drjulie,Cb-O2ESuIbj,26.4,Dr Julie Smith | Psychologist,https://www.instagram.com/p/Cb-O2ESuIbj/,https://scontent-fra3-1.cdninstagram.com/v/t50.2886-16/277960523_1006331666670869_1755945246295459225_n.mp4?efg=eyJ2ZW5jb2RlX3RhZyI6InZ0c192b2RfdXJsZ2VuLjEwODAuY2xpcHMuaGlnaCIsInFlX2dyb3VwcyI6IltcImlnX3dlYl9kZWxpdmVyeV92dHNfb3RmXCJdIn0&_nc_ht=scontent-fra3-1.cdninstagram.com&_nc_cat=105&_nc_ohc=Su8oJYOaDksAX9kE3S_&edm=AABBvjUBAAAA&vs=651928875872949_2746191423&_nc_vs=HBksFQAYJEdFdFhrUkFWcFlUWlFKTURBSmtGZXVybFhsNFlicV9FQUFBRhUAAsgBABUAGCRHT1Nia1JBZ09rdmkzSThDQUtadlZFRlpGSVp5YnFfRUFBQUYVAgLIAQAoABgAGwAVAAAmzp3J8OzT1T8VAigCQzMsF0A6ZmZmZmZmGBJkYXNoX2hpZ2hfMTA4MHBfdjERAHX%2BBwA%3D&_nc_rid=e52b37d8e4&ccb=7-5&oh=00_AfCgOROCO1qY6DfYh7IjFNfGENy1_ilPQBdpggsO83sTDg&oe=6433305F&_nc_sid=83d603,https://scontent-fra5-1.cdninstagram.com/v/t51.2885-15/277857817_649829879440454_2691768885593049500_n.jpg?stp=dst-jpg_e15&_nc_ht=scontent-fra5-1.cdninstagram.com&_nc_cat=102&_nc_ohc=BbPKI2L33dsAX-1iMmv&edm=AABBvjUBAAAA&ccb=7-5&oh=00_AfAA1faLNjp8ZnP37hZ1Vuu8EIaQuC5wQAcEyYsJPxfb_w&oe=6433480A&_nc_sid=83d603,2.81E+18,Video,"What else do you find helpful? If you have ever tried to help someone through a panic attack you’ll know it can be easy to become overwhelmed yourself. You desperately want to say and do the right thing and don’t want to make it worse. So here is just a few simple tools to add to the toolbox for helping someone through a panic attack.

If you have been helped through a panic attack, share with us in the comments what you found most helpful so that others might be helped in the same way. 

 I include a chapter on how to support someone with their mental health in my No.1 Sunday Times Bestselling book, Why Has Nobody Told Me This Before? Currently half price at £7.49 inc delivery. Filled with insights from therapy about how to deal with real life problems, see the link in my bio. If you don’t want to read it and would like me to read it to you, it’s also free when you sign up to Audible 

#panicattack #panicattacks #anxiety #anxietydisorder #panicdisorder #anxietyattack #anxietyawareness #therapy #panictips #anxietytips #anxietysupport #psychology #psychologist #therapy #therapist d 1521 tu"
wellbeing,happiness,mentalhealth,getactive,psychologist,therapy,selfcare,selfhelp,selflove,mentalhealthmatters,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,drjulie,CebYyXJFsLk,29.533,Dr Julie Smith | Psychologist,https://www.instagram.com/p/CebYyXJFsLk/,https://scontent-nrt1-2.cdninstagram.com/v/t50.2886-16/10000000_525747245847342_4423713641923281414_n.mp4?efg=eyJ2ZW5jb2RlX3RhZyI6InZ0c192b2RfdXJsZ2VuLjEwODAuY2xpcHMuaGlnaCIsInFlX2dyb3VwcyI6IltcImlnX3dlYl9kZWxpdmVyeV92dHNfb3RmXCJdIn0&_nc_ht=scontent-nrt1-2.cdninstagram.com&_nc_cat=106&_nc_ohc=0fSidnaC-zIAX-q3ixK&edm=AABBvjUBAAAA&vs=1233313623740479_3216906738&_nc_vs=HBksFQAYJEdJQ1dtQUF1azlRUkt0NEJBQVlDNDVZZU1HUTlicV9FQUFBRhUAAsgBABUAGCRHTWRGQmhIS3Y3U3pKeVlFQVBkNVZuczdpOXhWYnFfRUFBQUYVAgLIAQAoABgAGwAVAAAmwLPG%2Bt%2Fe3D8VAigCQzMsF0A9iHKwIMScGBJkYXNoX2hpZ2hfMTA4MHBfdjERAHX%2BBwA%3D&_nc_rid=e695acb897&ccb=7-5&oh=00_AfDkwpc0Prn4cvMNqt_E9y_JPmsqN9C9G8x0Vh2kIVoA9A&oe=64336EE4&_nc_sid=83d603,https://scontent-nrt1-2.cdninstagram.com/v/t51.2885-15/285726835_1063161864576389_5200816372987755490_n.jpg?stp=dst-jpg_e15&_nc_ht=scontent-nrt1-2.cdninstagram.com&_nc_cat=105&_nc_ohc=2YSf7Gilb-QAX9xfy9F&edm=AABBvjUBAAAA&ccb=7-5&oh=00_AfDwPFhnCrxSG82tfe-4lVZkV6Xqy1ODGWi6cbf9o_5JrA&oe=643325CD&_nc_sid=83d603,2.85E+18,Video,"We don’t have to climb mountains or hike through jungles to get the benefits of being outdoors. We can take a walk with a friend, hop off the bus a few stops early, or try a new route. If we can combine that with some form of green space on a regular basis it can have a significant impact on many aspects of our health and wellbeing. Time in nature reduces the levels of stress hormones in your body, calms anxiety and lifts your mood. When we combine it with exercise it builds our resilience to stress and makes us more sensitive to feelings of joy and pleasure.

Research shows us that at least 20 minutes in nature each week is associated with good health and wellbeing. But don’t stop there. The benefits seem to peak at between three to five hours outside. So I challenge you to find a way to spend more time outdoors today, tomorrow and the next day.

How will you add into your routine some more time to be outdoors this week?

More tips from therapy in my No.1 Sunday Times Bestselling book, Why Has Nobody Told Me This Before? (Currently -50% off @ £7.75 inc delivery see link in bio). Filled with insights from therapy about how to deal with real life problems. If don’t want to read it and would like me to read it to you, it’s free when you sign up to Audible link in my bio 

#wellbeing #happiness #mentalhealth #getactive #psychologist #therapy #selfcare #selfhelp #selflove #mentalhealthmatters"
selfhelp,mentalhealth,boundaries,selfesteem,selfcare,confidence,beyou,therapy,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,drjulie,CbkaiNvNNjB,59.866,Dr Julie Smith | Psychologist,https://www.instagram.com/p/CbkaiNvNNjB/,https://instagram.fpoa24-1.fna.fbcdn.net/v/t50.2886-16/10000000_112010287988236_2564959140947714896_n.mp4?efg=eyJ2ZW5jb2RlX3RhZyI6InZ0c192b2RfdXJsZ2VuLjcyMC5jbGlwcy5iYXNlbGluZSIsInFlX2dyb3VwcyI6IltcImlnX3dlYl9kZWxpdmVyeV92dHNfb3RmXCJdIn0&_nc_ht=instagram.fpoa24-1.fna.fbcdn.net&_nc_cat=104&_nc_ohc=732YeRc34GsAX85HG8k&edm=AABBvjUBAAAA&vs=336162968544853_3138298916&_nc_vs=HBksFQAYJEdJQ1dtQUFNUG0xdDMyVUFBRkJqbEx1LWtKZ2picV9FQUFBRhUAAsgBABUAGCRHRFZyaUJCSjc2eE1ObHNEQU5YbkpRMHQ4YjRVYnFfRUFBQUYVAgLIAQAoABgAGwAVAAAmsq%2FkjLC8wj8VAigCQzMsF0BN7tkWhysCGBJkYXNoX2Jhc2VsaW5lXzFfdjERAHX%2BBwA%3D&_nc_rid=eee35c4c26&ccb=7-5&oh=00_AfAPKqXGbqhZuQGhFM5BSa9PbhLTxx9CY2wAHyMcWTjnsQ&oe=643329B8&_nc_sid=83d603,https://instagram.fpoa24-1.fna.fbcdn.net/v/t51.2885-15/277318178_1071445133715856_1977686364703632079_n.jpg?stp=dst-jpg_e15&_nc_ht=instagram.fpoa24-1.fna.fbcdn.net&_nc_cat=104&_nc_ohc=MT-SVZbbi2EAX-uwr-X&edm=AABBvjUBAAAA&ccb=7-5&oh=00_AfApRKEq4gXN7tuXIEOHroDCfeu6Oe3C5bfRS914esP_2Q&oe=64332E9D&_nc_sid=83d603,2.8E+18,Video,"Can you relate? Have you spent your life trying to get the approval of people who were determined never to show it? There is freedom in doing the work to get clarity on your own values and basing your life choices on those rather than any else’s. It enables you to measure your actions on your own yard stick, seeking your own approval in line with the person you want to be.

For more on this subject and how to begin, see the link in my bio for my no.1 Sunday Times Bestseller, Why Has Nobody Told Me This Before? 

Feel free to share this ??
Credit: The Box - Dr Julie Smith

More videos @drjulie 

#selfhelp #mentalhealth #boundaries #selfesteem #selfcare #confidence #beyou #therapy"
anxious,selfhelpbook,panic,mentalhealthawareness,selfhelp,anxiety,panicattack,fear,calm,anxietyrelief,anxietytips,psychologist,therapy,howtorelax,howtocalm,anxietyrecovery,mentalhealthrecovery,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,drjulie,CcYIacYD77_,15.1,Dr Julie Smith | Psychologist,https://www.instagram.com/p/CcYIacYD77_/,https://instagram.fmnl17-2.fna.fbcdn.net/v/t50.2886-16/278673589_1702503786760509_2183059791761916125_n.mp4?efg=eyJ2ZW5jb2RlX3RhZyI6InZ0c192b2RfdXJsZ2VuLjEwODAuY2xpcHMuaGlnaCIsInFlX2dyb3VwcyI6IltcImlnX3dlYl9kZWxpdmVyeV92dHNfb3RmXCJdIn0&_nc_ht=instagram.fmnl17-2.fna.fbcdn.net&_nc_cat=109&_nc_ohc=C879WT9t6L4AX_F8fLP&edm=AABBvjUBAAAA&vs=7955141524499857_3168931010&_nc_vs=HBksFQAYJEdMVTRuQkE5U1hBTmF3d0dBTjFBYUhOUXlVc2VicV9FQUFBRhUAAsgBABUAGCRHUE54bXhBckZURjlYSEVCQUlMOGhxY1J4c1FUYnFfRUFBQUYVAgLIAQAoABgAGwAVAAAm5IjW%2FPjT1T8VAigCQzMsF0AuMzMzMzMzGBJkYXNoX2hpZ2hfMTA4MHBfdjERAHX%2BBwA%3D&_nc_rid=9295ada2de&ccb=7-5&oh=00_AfB0jCJ9crviMgGsjZd11FeI53yJJYOwod-sR_rimRpA9w&oe=64334238&_nc_sid=83d603,https://instagram.fmnl17-2.fna.fbcdn.net/v/t51.2885-15/278497267_723910975647263_3493645404546023752_n.jpg?stp=dst-jpg_e15&_nc_ht=instagram.fmnl17-2.fna.fbcdn.net&_nc_cat=111&_nc_ohc=yRsG-8yJiakAX9EsNZK&edm=AABBvjUBAAAA&ccb=7-5&oh=00_AfCkQ-ERL6-4j2jiRbOLcf0YlB4b3s6TTzxyi4ytjjxfSQ&oe=643306EC&_nc_sid=83d603,2.82E+18,Video,"When anxiety is high do you feel like you can’t catch your breath? This happens because your body is trying to get in as much oxygen as possible to fuel the stress response. For some it can feel like you might suffocate but in reality you already have plenty of oxygen in your body. But if you can change that fast and shallow breathing for something deeper and slower, you can prevent the anxiety from escalating. 

One easy technique to try is the one in this video called square breathing. You can find a window or picture frame to help you focus on slowing the breath and counting in 4 seconds, hold 4 seconds, out 4 seconds and hold 4 seconds. 

Of course, if the timings don’t fit for you then you can adjust. The main aim is that you slow the breathing down. It can take several minutes so stick with it. Any time that your mind wonders, bring your attention back to counting the breath. Let me know how you get on! 
 
If you want to try other breathing techniques and understand why it works in more detail then see the link in my bio to get your copy of my book, Why Has Nobody Told Me This Before? It is still sitting in the no.1 spot on the Sunday Times Bestseller list. If you can’t be bother to read it and would prefer me to read it for you, it’s free when you sign up to Audible. Link in bio. 

#anxious #selfhelpbook #panic #mentalhealthawareness 
 #selfhelp #anxiety #panicattack #fear #calm #anxietyrelief #anxietytips #psychologist #therapy #howtorelax #howtocalm #anxietyrecovery #mentalhealthrecovery"
relationships,healthrelationships,relaionships,relationshipquotes,couplestherapy,mentalhealthrecovery,mentalhealthawarenessweek,depressionhelp,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,drjulie,Cc3NieCvhKC,40.333,Dr Julie Smith | Psychologist,https://www.instagram.com/p/Cc3NieCvhKC/,https://instagram.fbbi5-3.fna.fbcdn.net/v/t50.2886-16/10000000_366411008750381_3973615942303988028_n.mp4?efg=eyJ2ZW5jb2RlX3RhZyI6InZ0c192b2RfdXJsZ2VuLjEwODAuY2xpcHMuaGlnaCIsInFlX2dyb3VwcyI6IltcImlnX3dlYl9kZWxpdmVyeV92dHNfb3RmXCJdIn0&_nc_ht=instagram.fbbi5-3.fna.fbcdn.net&_nc_cat=105&_nc_ohc=-vtg03T6cM4AX8r42US&edm=AABBvjUBAAAA&vs=506398591159731_2881232947&_nc_vs=HBksFQAYJEdJQ1dtQUF0c3dTMlAwMEJBRHk1MjNxbEhpVTNicV9FQUFBRhUAAsgBABUAGCRHREQ5b3hCR1htMnY0c0VDQU1ldUlNRWFKMXNZYnFfRUFBQUYVAgLIAQAoABgAGwAVAAAm7JDSjsSV%2BkAVAigCQzMsF0BEKp%2B%2Bdsi0GBJkYXNoX2hpZ2hfMTA4MHBfdjERAHX%2BBwA%3D&_nc_rid=e4c5d31d65&ccb=7-5&oh=00_AfB-yBmF6XwLQ9jxzL-FV2biJQUHxSmmZfNemszjvUxn7w&oe=643337BC&_nc_sid=83d603,https://instagram.fbbi5-1.fna.fbcdn.net/v/t51.2885-15/279185212_713314836775660_898291530368370452_n.jpg?stp=dst-jpg_e15&_nc_ht=instagram.fbbi5-1.fna.fbcdn.net&_nc_cat=104&_nc_ohc=A4rlGjFxpBoAX9p9GZw&edm=AABBvjUBAAAA&ccb=7-5&oh=00_AfAU_DZspw_e6v0uxUBE7iV8O1YDagarQPUUCCGvGvxXow&oe=64333F7D&_nc_sid=83d603,2.83E+18,Video,"Has depression put a strain on your relationships? If it has then you’re not alone. Episodes of low mood can leave their mark on all the different areas of our lives. But that is not the end of the story. There are many ways to start turning things around so that you can look after your own health and the health of your relationships. 

For more details check out my book, Why Has Nobody Told Me This Before? It is still sitting at no. 1 on the Sunday Times Bestsellers list after 15 weeks. Links in bio. If you would rather sit back and let me read it to you then it’s free when you sign up to Audible. Again, link is in my bio.  

#relationships #healthrelationships #relaionships #relationshipquotes #couplestherapy #mentalhealthrecovery #mentalhealthawarenessweek #depressionhelp"
therapist,anxiety,anxietyawareness,mentalhealth,anxious,panic,panicattack,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,drjulie,Ca2pDmhLxqV,29.933,Dr Julie Smith | Psychologist,https://www.instagram.com/p/Ca2pDmhLxqV/,https://scontent-dfw5-1.cdninstagram.com/v/t50.2886-16/275519551_495458965535749_1970844095274654419_n.mp4?efg=eyJ2ZW5jb2RlX3RhZyI6InZ0c192b2RfdXJsZ2VuLjEwODAuY2xpcHMuaGlnaCIsInFlX2dyb3VwcyI6IltcImlnX3dlYl9kZWxpdmVyeV92dHNfb3RmXCJdIn0&_nc_ht=scontent-dfw5-1.cdninstagram.com&_nc_cat=101&_nc_ohc=R4zxCMeNRC4AX8JEnqm&edm=AABBvjUBAAAA&vs=438585698066862_1749307913&_nc_vs=HBksFQAYJEdEOFliQkFGUEtRSG5zSUJBTk9haFQ1RDJGa2JicV9FQUFBRhUAAsgBABUAGCRHQXF5YUJCYzdUanNoUXdFQURfaERuZWRVZ2xrYnFfRUFBQUYVAgLIAQAoABgAGwAVAAAm0M%2F%2F%2B%2Fqo5D8VAigCQzMsF0A97tkWhysCGBJkYXNoX2hpZ2hfMTA4MHBfdjERAHX%2BBwA%3D&_nc_rid=ec290aaf50&ccb=7-5&oh=00_AfCldBHtaQI9q6uiAdDwbsbPFbMACIJUymrjZfaa-orZlw&oe=64334CEF&_nc_sid=83d603,https://scontent-dfw5-1.cdninstagram.com/v/t51.2885-15/274719092_1139760006608170_1761343125990400651_n.jpg?stp=dst-jpg_e15&_nc_ht=scontent-dfw5-1.cdninstagram.com&_nc_cat=110&_nc_ohc=MifdvzAVgv8AX_BFcA1&edm=AABBvjUBAAAA&ccb=7-5&oh=00_AfDQfgIz_E3BL2pP1pTuqYXTNb9Ln3w2d--blUrlzZkh0w&oe=64330EE0&_nc_sid=83d603,2.79E+18,Video,"Everyone says “change how you think to change how you feel”. But to change how you feel you don’t have to change your thoughts. You can change your relationship to them. more below.

???I cover this in more detail in my No.1 Sunday Times Bestseller, Why Has Nobody Told Me This Before? It’s currently on offer at -50% off at £7.50 inc delivery on Amazon. See link in bio to order for UK and worldwide. Also you can download the audiobook (read by me) for free and keep forever (audible trial link in my bio).

We can’t stop certain thoughts from arriving so we need to focus on how we respond to them. The thoughts we have are heavily influenced by our emotional state, physical state, history and what is going on around us. So the power of each thought is in how much we believe it to be a true reflection of reality. 

If your thoughts are causing you distress, it makes sense to check out why. You can learn to do this with a therapist. But you can also do this using a self-help approach. Love to here from you on this.

#therapist #anxiety #anxietyawareness #mentalhealth #anxious #panic #panicattack"
